uniprot_accession,gene,kp_ess_in_vitro_call,kp_ess_in_vitro_score,kp_ess_urine_call,kp_ess_urine_score,kp_ess_serum_call,kp_ess_serum_score,kp_ess_in_vivo_call,kp_ess_in_vivo_score,kp_ess_vulnerability_call,kp_ess_sources,ec_transfer_essential,ec_transfer_via,ec_transfer_pident,n_ecoli_orthologs,entero_pct_essential,bacteria_pct_essential,proteomelm_ess_score,proteomelm_ess_essential,proteomelm_ess_status,geptop_score,geptop_essential,geptop_status,fba_essential,fba_growth_ratio,mapped_model_gene,fba_mapping_pident,fba_status,deeplyessential_score,deeplyessential_essential,deeplyessential_status,crispri_ce_library,kpnih1_essential,crispri_invivo_hit,ecoli_keio_essential,ecoli_goodall_essential,ecoli_crispri_rousset18_log2fc,ecoli_crispri_rousset18_essential,ecoli_crispri_wang18_fitness,ecoli_crispri_wang18_essential,ecoli_crispri_multistrain_frac,ecoli_vulnerability_hawkins,ecoli_rbtnseq_min_fitness,n_ecoli_screens_essential,ecoli_experimental_essential,ecoli_vulnerability_score,evidence_experimental,evidence_transfer,evidence_predictor,essentiality_score,experimentally_essential,essentiality_tier,evidence_sources,selectivity
P37631,rdsA,,,,,,,,,,,False,b3492,100.0,1,0.0,0.027,0.024,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.114266073185899,False,-0.189223189247,False,0.0,,-3.119,0,False,0.019,0.019,0.0,0.015,0.0136,False,non_essential,,broad_selective
P37636,mdtE,,,,,,,,,,,False,b3513,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0584,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.320731516972874,False,-0.149300291707,False,0.0,,-4.13,0,False,0.0535,0.0535,0.0,0.0219,0.0302,False,non_essential,,broad_selective
P37639,gadX,,,,,,,,,,,False,b3516,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.203777951833969,False,0.177713096187,False,0.0,,-3.158,0,False,0.034,0.034,0.0,0.0,0.0136,False,non_essential,,broad_selective
P37646,pdeH,,,,,,,,,,,False,b3525,100.0,1,0.0,0.0,0.01,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3525,100.0,in_model,,,deferred,,,,False,False,-0.453927979780996,False,-0.0471880698017,False,0.0,,-4.117,0,False,0.0757,0.0757,0.0,0.005,0.0323,False,non_essential,,broad_selective
P37651,bcsZ,,,,,,,,,,,False,b3531,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.282044566575083,False,-0.365582368693,False,0.0,,-4.71,0,False,0.047,0.047,0.0,0.0,0.0188,False,non_essential,,broad_selective
P37657,bcsE,,,,,,,,,,,False,b3536,100.0,1,0.0,0.0,0.0037,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.198976393111501,False,-0.127381616629,False,0.0,,-1.736,0,False,0.0332,0.0332,0.0,0.0023125,0.0142,False,non_essential,,broad_selective
P37661,eptB,,,,,,,,,,,False,b3546,100.0,1,0.0,0.027,0.0366,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3546,100.0,in_model,,,deferred,,,,False,False,-0.171737408723311,False,0.30514903868,False,0.0,,-1.747,0,False,0.0286,0.0286,0.0,0.0183,0.0188,False,non_essential,,broad_selective
P37665,yiaD,,,,,,,,,,,False,b3552,100.0,1,0.0,0.0,0.0474,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.614948107712922,False,-0.137179969765,False,0.0,,-2.819,0,False,0.1025,0.1025,0.0,0.029625,0.0528,False,non_essential,,broad_selective
P37669,wecH,,,,,,,,,,,False,b3561,100.0,1,0.0,0.027,0.0099,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.137523519801177,False,-0.357286528586,False,0.0,,-1.521,0,False,0.0357,0.0357,0.0,0.0061875,0.0168,False,non_essential,,broad_selective
P37671,plaR,,,,,,,,,,,False,b3574,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.366387098619175,False,0.13584977359,False,,,-4.232,0,False,0.0611,0.0611,0.0,0.0,0.0244,False,non_essential,,broad_selective
P37674,yiaM,,,,,,,,,,,False,b3577,100.0,1,0.0,0.0139999999999999,0.0002,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3577,100.0,in_model,,,deferred,,,,False,False,-0.427994985700597,False,0.318874724698,False,,,-2.418,0,False,0.0713,0.0713,0.0,0.0001,0.0286,False,non_essential,,narrow_selective
P37675,yiaN,,,,,,,,,,,False,b3578,100.0,1,0.0,0.0139999999999999,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3578,100.0,in_model,,,deferred,,,,False,False,-0.325278895958244,False,-0.141255666574,False,,,-2.132,0,False,0.0542,0.0542,0.0,5e-05,0.0217,False,non_essential,,narrow_selective
P37676,yiaO,,,,,,,,,,,False,b3579,100.0,1,0.0,0.027,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3579,100.0,in_model,,,deferred,,,,False,False,-0.279247200682773,False,-0.180980713097,False,,,-3.478,0,False,0.0465,0.0465,0.0,0.0,0.0186,False,non_essential,,narrow_selective
P37678,sgbH,,,,,,,,,,,False,b3581,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3581,100.0,in_model,,,deferred,,,,False,False,-0.560545878425097,False,-0.199928429028,False,,,-5.072,0,False,0.0934,0.0934,0.0,0.0,0.0374,False,non_essential,,broad_selective
P37680,sgbE,,,,,,,,,,,False,b3583,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3583,100.0,in_model,,,deferred,,,,False,False,-0.42428985473571,False,0.122322656218,False,,,-3.315,0,False,0.0707,0.0707,0.0,0.0,0.0283,False,non_essential,,broad_human_homolog
P37692,waaF,,,,,,,,,,,False,b3620,100.0,1,0.286,0.23,0.0045,False,ok (head cv_auroc=0.809),0.1205,False,ok (37 refs),False,1.0,b3620,100.0,in_model,,,deferred,,,,False,False,-5.43967252960708,True,-1.17573069441,False,0.6296296296296297,,-7.304,1,False,0.9066,0.9066,0.286,0.0384,0.4352,False,likely_essential,Rousset18,broad_selective
P37759,rfbB,,,,,,,,,,,False,b2041,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.2171,False,ok (37 refs),False,1.0,b2041,100.0,in_model,,,deferred,,,,False,False,-0.197898204959859,False,0.204678866709,False,,,-1.594,0,False,0.033,0.033,0.0,0.06513,0.0393,False,non_essential,,broad_human_homolog
P37760,rfbD,,,,,,,,,,,False,b2040,100.0,1,0.0,0.095,0.9191,True,ok (head cv_auroc=0.809),0.0905,False,ok (37 refs),False,1.0,b2040,100.0,in_model,,,deferred,,,,False,False,-0.15579569834385,False,0.243196015462,False,,,-6.407,0,False,0.026,0.026,0.0,0.4867,0.2051,False,non_essential,ProteomeLM,broad_human_homolog
P37765,rluB,,,,,,,,,,,False,b1269,100.0,1,0.0,0.324,0.1823,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.931447880515687,False,-0.976687977056,False,0.0,,-5.831,0,False,0.1552,0.1552,0.0,0.11393749999999998,0.1077,False,non_essential,,broad_selective
P38101,eamB,,,,,,,,,,,False,b2578,100.0,1,0.0,0.027,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b2578,100.0,in_model,,,deferred,,,,False,False,-0.464414684896347,False,-0.659930444196,False,0.0,,-5.581,0,False,0.0774,0.0774,0.0,0.0,0.031,False,non_essential,,broad_selective
P38134,etk,,,,,,,,,,,False,b0981,100.0,1,0.0,0.0,0.115,False,ok (head cv_auroc=0.809),0.0607,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.265767638078628,False,-0.213463233572,False,,,-3.625,0,False,0.0443,0.0443,0.0,0.0946375,0.0556,False,non_essential,,broad_selective
P38684,torR,,,,,,,,,,,False,b0995,100.0,1,0.0,0.0,0.0009,False,ok (head cv_auroc=0.809),0.2053,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.568470265528122,False,-0.43124988861,False,0.0,,-4.213,0,False,0.0947,0.0947,0.0,0.07755,0.0689,False,non_essential,,broad_selective
P39199,prmB,,,,,,,,,,,False,b2330,100.0,1,0.0,0.23,0.0023,False,ok (head cv_auroc=0.809),0.0606,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-1.17825743026268,False,-0.688619541019,False,0.2884615384615384,,-4.857,0,False,0.1964,0.1964,0.0,0.0241625,0.0882,False,non_essential,,broad_selective
P39280,epmB,,,,,,,,,,,False,b4146,100.0,1,0.0,0.216,0.0016,False,ok (head cv_auroc=0.809),0.0308,False,ok (37 refs),False,1.0,b4146,100.0,in_model,,,deferred,,,,False,False,-0.82947389845627,False,-2.69893243649,False,0.4444444444444444,,-4.147,0,False,0.2699,0.2699,0.0,0.01004,0.112,False,non_essential,,broad_selective
P39288,queG,,,,,,,,,,,False,b4166,100.0,1,0.0,0.0139999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.192429083029357,False,-0.272034645904,False,0.0,,-3.328,0,False,0.0321,0.0321,0.0,0.0,0.0128,False,non_essential,,broad_selective
P39300,ulaG,,,,,,,,,,,False,b4192,100.0,1,0.0,0.0,0.0021,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b4192,100.0,in_model,,,deferred,,,,False,False,-0.331967449787198,False,-0.140583960826,False,0.0,,-4.597,0,False,0.0553,0.0553,0.0,0.00105,0.0225,False,non_essential,,broad_selective
P39306,ulaF,,,,,,,,,,,False,b4198,100.0,1,0.0,0.0,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b4198,100.0,in_model,,,deferred,,,,False,False,-0.219803549737133,False,-0.0760946705624,False,0.0,,-4.056,0,False,0.0366,0.0366,0.0,5e-05,0.0147,False,non_essential,,broad_human_homolog
P39310,ytfB,,,,,,,,,,,False,b4206,100.0,1,0.0,0.0,0.9646,True,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.694792175853758,False,0.177221485027,False,0.0,,-4.147,0,False,0.1158,0.1158,0.0,0.6028749999999999,0.2875,False,likely_essential,ProteomeLM,broad_selective
P39325,ytfQ,,,,,,,,,,,False,b4227,100.0,1,0.0,0.0139999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b4227,100.0,in_model,,,deferred,,,,False,False,-0.274734047065288,False,0.720563633601,False,0.0,,-3.264,0,False,0.0458,0.0458,0.0,0.0,0.0183,False,non_essential,,broad_selective
P39333,bdcA,,,,,,,,,,,False,b4249,100.0,1,0.0,0.027,0.0026,False,ok (head cv_auroc=0.809),0.05,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.534435536817791,False,0.326177067753,False,,,-4.148,0,False,0.0891,0.0891,0.0,0.020374999999999997,0.0438,False,non_essential,,broad_human_homolog
P39346,idnD,,,,,,,,,,,False,b4267,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b4267,100.0,in_model,,,deferred,,,,False,False,-0.368397142297229,False,-0.252638719303,False,,,-2.0,0,False,0.0614,0.0614,0.0,0.0,0.0246,False,non_essential,,narrow_selective
P39352,nanX,,,,,,,,,,,False,b4279,100.0,1,0.0,0.0,0.0009,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.186259893511211,False,0.0764368940639,False,,,-5.19,0,False,0.031,0.031,0.0,0.0005625,0.0126,False,non_essential,,broad_selective
P39358,yjhG,,,,,,,,,,,False,b4297,100.0,1,0.0,0.0139999999999999,0.0003,False,ok (head cv_auroc=0.809),0.0555,False,ok (37 refs),False,1.0,b4297,100.0,in_model,,,deferred,,,,False,False,-0.318881511072969,False,-0.00627184621693,False,,,-1.784,0,False,0.0531,0.0531,0.0,0.0168,0.028,False,non_essential,,broad_selective
P39370,nanS,,,,,,,,,,,False,b4309,100.0,1,0.0,0.0,0.0514,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.619366692133035,False,0.134365851403,False,0.0,,-1.692,0,False,0.1032,0.1032,0.0,0.032125,0.0541,False,non_essential,,narrow_selective
P39375,iraD,,,,,,,,,,,False,b4326,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.258284792892836,False,-0.106401071763,False,0.0,,-3.384,0,False,0.043,0.043,0.0,0.0,0.0172,False,non_essential,,narrow_selective
P39376,yjiE,,,,,,,,,,,False,b4327,100.0,1,0.0,0.027,0.0,False,ok (head cv_auroc=0.809),0.03,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,,False,,False,,,-4.182,0,False,,,0.0,0.011249999999999998,0.0075,False,non_essential,,broad_selective
P39394,symE,,,,,,,,,,,False,b4347,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.437867721523683,False,-0.139987328422,False,,,-2.987,0,False,0.073,0.073,0.0,0.0,0.0292,False,non_essential,,broad_selective
P39398,lgoT,,,,,,,,,,,False,b4356,100.0,1,0.0,0.027,0.0002,False,ok (head cv_auroc=0.809),0.0584,False,ok (37 refs),False,1.0,b4356,100.0,in_model,,,deferred,,,,False,False,-0.157540448234125,False,-0.210745789178,False,,,-3.423,0,False,0.0263,0.0263,0.0,0.01762,0.0176,False,non_essential,,broad_human_homolog
P39401,mdoB,,,,,,,,,,,False,b4359,100.0,1,0.0,0.0,0.0015,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.443101433898686,False,-0.181327841109,False,0.0,,-2.346,0,False,0.0739,0.0739,0.0,0.0009375,0.0299,False,non_essential,,broad_selective
P39404,bglJ,,,,,,,,,,,False,b4366,100.0,1,0.0,0.0,0.2073,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.460350115625053,False,-0.246849068974,False,0.0,,-2.212,0,False,0.0767,0.0767,0.0,0.1295625,0.0825,False,non_essential,,broad_selective
P39451,adhP,,,,,,,,,,,False,b1478,100.0,1,0.0,0.054,0.0,False,ok (head cv_auroc=0.809),0.0251,False,ok (37 refs),False,1.0,b1478,100.0,in_model,,,deferred,,,,False,False,0.0224311638540645,False,0.215357353053,False,0.0,,-5.317,0,False,0.0,0.0,0.0,0.00753,0.003,False,non_essential,,broad_selective
P39829,garD,,,,,,,,,,,False,b3128,100.0,1,0.0,0.027,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3128,100.0,in_model,,,deferred,,,,False,False,-0.261080253577326,False,-0.276653380513,False,0.0,,-2.225,0,False,0.0435,0.0435,0.0,0.0,0.0174,False,non_essential,,broad_selective
P39835,gntT,,,,,,,,,,,False,b3415,100.0,1,0.0,0.0409999999999999,0.0003,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3415,100.0,in_model,,,deferred,,,,False,False,-0.411297078599916,False,-0.292206618578,False,0.0,,-3.072,0,False,0.0685,0.0685,0.0,0.00015,0.0275,False,non_essential,,broad_selective
P40120,mdoD,,,,,,,,,,,False,b1424,100.0,1,0.0,0.027,0.0002,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.284640985783008,False,-0.533796915555,False,0.0,,-3.489,0,False,0.0534,0.0534,0.0,0.000125,0.0214,False,non_essential,,broad_selective
P40719,qseC,,,,,,,,,,,False,b3026,100.0,1,0.0,0.0139999999999999,0.4307,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.290333926357305,False,-0.113429827987,False,0.0,,-5.688,0,False,0.0484,0.0484,0.0,0.2691875,0.127,False,non_essential,,broad_selective
P41441,gspF,,,,,,,,,,,False,b3327,100.0,1,0.0,0.0139999999999999,0.025,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.566361320794889,False,0.0892337295134,False,,,-2.685,0,False,0.0944,0.0944,0.0,0.015625,0.044,False,non_essential,,broad_selective
P42592,ygjK,,,,,,,,,,,False,b3080,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.373340974017603,False,0.483261646111,False,0.0,,-2.373,0,False,0.0622,0.0622,0.0,0.0,0.0249,False,non_essential,,narrow_selective
P42604,uxaA,,,,,,,,,,,False,b3091,100.0,1,0.0,0.027,0.0011,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3091,100.0,in_model,,,deferred,,,,False,False,-0.336655368245124,False,-0.0562151535795,False,0.0,,-5.094,0,False,0.0561,0.0561,0.0,0.00055,0.0227,False,non_essential,,broad_selective
P42615,mzrA,,,,,,,,,,,False,b3096,100.0,1,0.0,0.027,0.0031,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.830283557605248,False,-0.121747009055,False,0.0,,-3.79,0,False,0.1384,0.1384,0.0,0.0019374999999999998,0.0561,False,non_essential,,broad_selective
P42628,dlsT,,,,,,,,,,,False,b3110,100.0,1,0.0,0.0,0.0024,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.149835119391985,False,-0.390370875792,False,,,-3.091,0,False,0.039,0.039,0.0,0.0014999999999999998,0.0162,False,non_essential,,broad_selective
P43329,hrpA,,,,,,,,,,,False,b1413,100.0,1,0.0,0.0409999999999999,0.0312,False,ok (head cv_auroc=0.809),0.0584,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-1.03721193316763,False,-0.429457870176,False,0.0,,-3.912,0,False,0.1729,0.1729,0.0,0.04139999999999999,0.0857,False,non_essential,,broad_human_homolog
P43674,ycaL,,,,,,,,,,,False,b0909,100.0,1,0.0,0.0,0.2799,False,ok (head cv_auroc=0.809),0.1168,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.133711524351806,False,0.2594476746,False,0.0,,-4.395,0,False,0.0223,0.0223,0.0,0.21873749999999997,0.0964,False,non_essential,,broad_selective
P43676,pitB,,,,,,,,,,,False,b2987,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b2987,100.0,in_model,,,deferred,,,,False,False,-0.364014465374475,False,0.15475548321,False,,,-2.94,0,False,0.0607,0.0607,0.0,0.0,0.0243,False,non_essential,,broad_human_homolog
P45522,kefB,,,,,,,,,,,False,b3350,100.0,1,0.0,0.0409999999999999,0.0011,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3350,100.0,in_model,,,deferred,,,,False,False,-0.443402491509835,False,-0.264025424915,False,0.0,,-1.263,0,False,0.0739,0.0739,0.0,0.00055,0.0298,False,non_essential,,broad_human_homolog
P45523,fkpA,,,,,,,,,,,False,b3347,100.0,1,0.0,0.23,0.0002,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.377286434898073,False,-0.304331200972,False,0.0,,-2.915,0,False,0.0629,0.0629,0.0,0.000125,0.0252,False,non_essential,,broad_human_homolog
P45532,tusD,,,,,,,,,,,False,b3345,100.0,1,0.071,0.419,0.0031,False,ok (head cv_auroc=0.809),0.0642,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-3.73685678978572,True,-2.89640539922,False,0.5,,,1,False,0.6228,0.75,0.071,0.026012499999999994,0.3246,False,likely_essential,Rousset18,broad_selective
P45543,frlD,,,,,,,,,,,False,b3374,100.0,1,0.0,0.0,0.0006,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3374,100.0,in_model,,,deferred,,,,False,False,,False,-0.164752958534,False,,,-3.735,0,False,0.0165,0.0165,0.0,0.0003,0.0067,False,non_essential,,broad_selective
P45548,php,,,,,,,,,,,False,b3379,100.0,1,0.0,0.0139999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.11050947145518,False,-0.121969100139,False,,,-3.428,0,False,0.0184,0.0184,0.0,0.0,0.0074,False,non_essential,,broad_human_homolog
P45578,luxS,,,,,,,,,,,False,b2687,100.0,1,0.0,0.0409999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),True,0.0,b2687,100.0,in_model,,,deferred,,,,False,False,-0.574838667364898,False,-0.412635298202,False,0.0,,-4.686,0,False,0.0958,0.0958,0.0,0.2,0.1183,False,non_essential,FBA,broad_selective
P45579,hcxA,,,,,,,,,,,False,b0599,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.248728167798669,False,0.233399267955,False,0.0,,-4.489,0,False,0.0415,0.0415,0.0,0.0,0.0166,False,non_essential,,broad_selective
P45758,gspD,,,,,,,,,,,False,b3325,100.0,1,0.0,0.0,0.0052,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.369292027115075,False,0.239120792035,False,,,-2.308,0,False,0.0615,0.0615,0.0,0.00325,0.0259,False,non_essential,,broad_selective
P45799,nudE,,,,,,,,,,,False,b3397,100.0,1,0.0,0.081,0.0571,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b3397,100.0,in_model,,,deferred,,,,False,False,-0.309848616559925,False,-0.143191289704,False,0.0,,-4.223,0,False,0.0516,0.0516,0.0,0.02855,0.0321,False,non_essential,,broad_human_homolog
P46130,ybhC,,,,,,,,,,,False,b0772,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.417336865057293,False,0.148496339399,False,0.0,,-3.757,0,False,0.0696,0.0696,0.0,0.0,0.0278,False,non_essential,,broad_selective
P46187,rseC,,,,,,,,,,,False,b2570,100.0,1,0.0,0.0409999999999999,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.368224220189523,False,0.0793780700266,False,0.0,,-4.138,0,False,0.0614,0.0614,0.0,6.25e-05,0.0246,False,non_essential,,broad_selective
P46474,yhdP,,,,,,,,,,,False,b4472,100.0,1,0.0,0.0409999999999999,0.2721,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.341946211301116,False,-0.94966394,False,0.0,,-6.004,0,False,0.095,0.095,0.0,0.1700625,0.106,False,non_essential,,broad_selective
P46852,yhhW,,,,,,,,,,,False,b3439,100.0,1,0.0,0.0409999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.214178100302816,False,-0.292583066372,False,0.0,,-4.626,0,False,0.0357,0.0357,0.0,0.0,0.0143,False,non_essential,,broad_selective
P46923,torZ,,,,,,,,,,,False,b1872,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b1872,100.0,in_model,,,deferred,,,,False,False,-0.214266579732329,False,-0.469241357742,False,0.0,,-2.836,0,False,0.0469,0.0469,0.0,0.0,0.0188,False,non_essential,,broad_selective
P50466,aer,,,,,,,,,,,False,b3072,100.0,1,0.0,0.0139999999999999,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.363161700475827,False,-0.362449192679,False,0.0,,-2.875,0,False,0.0605,0.0605,0.0,0.0,0.0242,False,non_essential,,broad_selective
P51020,mhpE,,,,,,,,,,,False,b0352,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b0352,100.0,in_model,,,deferred,,,,False,False,-0.236892649047412,False,0.257806030151,False,,,-3.593,0,False,0.0395,0.0395,0.0,0.0,0.0158,False,non_essential,,broad_human_homolog
P51025,frmB,,,,,,,,,,,False,b0355,100.0,1,0.0,0.0,0.0056,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b0355,100.0,in_model,,,deferred,,,,False,False,-0.323928902506282,False,0.111313635936,False,0.0,,-4.242,0,False,0.054,0.054,0.0,0.0028,0.0227,False,non_essential,,narrow_selective
P52005,torY,,,,,,,,,,,False,b1873,100.0,1,0.0,0.0,0.0001,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b1873,100.0,in_model,,,deferred,,,,False,False,-0.444236926111071,False,0.242096070049,False,0.0,,-1.982,0,False,0.074,0.074,0.0,5e-05,0.0296,False,non_essential,,narrow_selective
P52045,scpB,,,,,,,,,,,False,b2919,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),False,1.0,b2919,100.0,in_model,,,deferred,,,,False,False,-0.447386765638328,False,0.171563138289,False,,,-4.637,0,False,0.0746,0.0746,0.0,0.0,0.0298,False,non_essential,,narrow_selective
P52062,hemW,,,,,,,,,,,False,b2955,100.0,1,0.0,0.351,0.0051,False,ok (head cv_auroc=0.809),0.027,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-0.536592663253091,False,-0.597497707595,False,0.0,,-3.813,0,False,0.0894,0.0894,0.0,0.0133125,0.0411,False,non_essential,,broad_human_homolog
P52094,hisQ,,,,,,,,,,,False,b2308,100.0,1,0.0,0.027,0.0013,False,ok (head cv_auroc=0.809),0.0251,False,ok (37 refs),False,1.0,b2308,100.0,in_model,,,deferred,,,,False,False,0.231709559972999,False,0.200599563045,False,0.0,,-4.312,0,False,0.0,0.0,0.0,0.00818,0.0033,False,non_essential,,broad_selective
P52097,tilS,,,,,,,,,,,True,b0188,100.0,1,1.0,0.743,0.9542,True,ok (head cv_auroc=0.809),0.4229,True,ok (37 refs),,,,,not_in_model,,,deferred,,,,True,True,-2.27021481129488,True,-1.56514118592,False,0.0185185185185185,0.680464031155393,,3,True,0.3784,1.0,1.0,0.7549625,0.902,True,essential,Keio;Goodall;Rousset18;Ecoli;ProteomeLM;Geptop,broad_selective
P52130,rnlB,,,,,,,,,,,False,b2631,100.0,1,0.0,0.0,0.0,False,ok (head cv_auroc=0.809),0.0,False,ok (37 refs),,,,,not_in_model,,,deferred,,,,False,False,-1.14956074911277,False,-0.79454345082,False,,,,0,False,0.1916,0.1916,0.0,0.0,0.0766,False,non_essential,,narrow_selective
